Timestamp,Yaw,Pitch,Roll,Qtn[0], Qtn[1], Qtn[2], Qtn[3],Rate X,Rate Y,Rate Z,Accel X,Accel Y,Accel Z,Temp,Pres,dTime,dTheta X,dTheta Y,dTheta Z,dVel X,dVel Y,dVel Z,AccelNed X,AccelNed Y,AccelNed Z,LinearAccel X,LinearAccel Y,LinearAccel Z,LinearAccelNed X,LinearAccelNed Y,LinearAccelNed Z
2259.25,-170.616,89.4072,-61.6009,-0.572424,-0.41215,0.579001,-0.408927,-0.266954,0.103603,0.0921566,72.7128,1.03192,-1.65548,33.7075,99.209,0.024999,-0.37979,0.114951,0.131329,1.8203,0.0112763,-0.0630479,0.771823,1.10611,-72.7265,62.9196,0.942687,-1.60723,0.771823,1.10611,-62.9327
2259.27,154.262,89.761,-97.5071,-0.572195,-0.415771,0.573596,-0.413177,-0.29336,0.118286,0.105003,72.7427,0.690301,-1.67673,33.7025,99.243,0.024999,-0.414703,0.173421,0.15493,1.81805,0.0158786,-0.0478382,0.907024,1.50831,-72.744,62.9491,0.64982,-1.68207,0.907024,1.50831,-62.9503
2259.3,69.6284,89.5766,177.086,-0.572267,-0.419766,0.567898,-0.41689,-0.264911,0.152098,0.0775462,72.4767,0.616388,-2.32998,33.7075,99.163,0.025,-0.392756,0.206167,0.125379,1.8112,0.0125788,-0.0557106,1.47358,2.54027,-72.4573,62.6832,0.62007,-2.40233,1.47358,2.54027,-62.6635
2259.32,69.6284,89.5766,177.086,-0.572267,-0.419766,0.567898,-0.41689,-0.264911,0.152098,0.0775462,72.4767,0.616388,-2.32998,33.7075,99.163,0.025,-0.392756,0.206167,0.125379,1.8112,0.0125788,-0.0557106,1.47358,2.54027,-72.4573,62.6832,0.62007,-2.40233,1.47358,2.54027,-62.6635
2259.35,61.8583,89.3436,168.948,-0.572393,-0.421889,0.565073,-0.418413,-0.266932,0.153135,0.0579261,72.3459,0.141833,-2.17523,33.7,99.175,0.025,-0.382106,0.223361,0.107298,1.80881,0.00545603,-0.0514363,1.16579,2.76847,-72.3163,62.5528,0.163348,-2.28539,1.16579,2.76847,-62.5226
2259.37,61.8583,89.3436,168.948,-0.572393,-0.421889,0.565073,-0.418413,-0.266932,0.153135,0.0579261,72.3459,0.141833,-2.17523,33.7,99.175,0.025,-0.382106,0.223361,0.107298,1.80881,0.00545603,-0.0514363,1.16579,2.76847,-72.3163,62.5528,0.163348,-2.28539,1.16579,2.76847,-62.5226
2259.4,60.932,88.8667,167.209,-0.572106,-0.427011,0.559337,-0.421306,-0.296741,0.169673,0.0249984,71.9324,0.359986,-1.76601,33.7,99.118,0.025,-0.425449,0.2309,0.0509529,1.80244,0.00711664,-0.051184,1.53157,2.83749,-71.8827,62.1406,0.402869,-1.9549,1.53157,2.83749,-62.0889
2259.42,60.932,88.8667,167.209,-0.572106,-0.427011,0.559337,-0.421306,-0.296741,0.169673,0.0249984,71.9324,0.359986,-1.76601,33.7,99.118,0.025,-0.425449,0.2309,0.0509529,1.80244,0.00711664,-0.051184,1.53157,2.83749,-71.8827,62.1406,0.402869,-1.9549,1.53157,2.83749,-62.0889
2259.45,63.9017,88.4176,169.366,-0.571401,-0.43252,0.553941,-0.423765,-0.288355,0.153343,-0.00977352,71.7037,-0.443345,-2.07073,33.71,99.134,0.025001,-0.417039,0.22843,0.00676119,1.79445,-0.00201727,-0.0481818,0.995716,3.8918,-71.6224,61.9137,-0.393428,-2.33658,0.995716,3.8918,-61.8286
2259.47,68.8109,87.9368,173.411,-0.570287,-0.438924,0.548488,-0.425769,-0.332262,0.184285,-0.0390363,71.1995,0.0182546,-1.92089,33.71,99.043,0.025001,-0.456784,0.25824,-0.0452276,1.77929,0.00107369,-0.0626035,1.4279,4.24312,-71.0845,61.4121,0.0587155,-2.27115,1.4279,4.24312,-61.2908
2259.5,68.8109,87.9368,173.411,-0.570287,-0.438924,0.548488,-0.425769,-0.332262,0.184285,-0.0390363,71.1995,0.0182546,-1.92089,33.71,99.043,0.025001,-0.456784,0.25824,-0.0452276,1.77929,0.00107369,-0.0626035,1.4279,4.24312,-71.0845,61.4121,0.0587155,-2.27115,1.4279,4.24312,-61.2908
2259.52,70.7878,87.6759,174.903,-0.56958,-0.442465,0.545483,-0.426909,-0.343979,0.183756,-0.0362269,70.9389,0.160933,-1.90913,33.7025,99.009,0.024999,-0.493734,0.269015,-0.0424832,1.77618,0.00662432,-0.0573203,1.56781,4.52733,-70.8028,61.1532,0.196213,-2.30473,1.56781,4.52733,-61.0091
2259.55,70.7878,87.6759,174.903,-0.56958,-0.442465,0.545483,-0.426909,-0.343979,0.183756,-0.0362269,70.9389,0.160933,-1.90913,33.7025,99.009,0.024999,-0.493734,0.269015,-0.0424832,1.77618,0.00662432,-0.0573203,1.56781,4.52733,-70.8028,61.1532,0.196213,-2.30473,1.56781,4.52733,-61.0091
2259.57,74.0848,87.2047,177.151,-0.567498,-0.449778,0.539456,-0.429689,-0.393711,0.147175,-0.0517684,70.5429,-0.0101333,-2.01291,33.7,99.05,0.025,-0.549698,0.226397,-0.0599456,1.76601,0.000567907,-0.0500176,1.38794,5.26929,-70.361,60.7608,0.0136071,-2.48996,1.38794,5.26929,-60.5672
2259.6,77.727,86.8731,179.64,-0.564045,-0.457305,0.533924,-0.433188,-0.424911,0.0792962,-0.0709664,70.0957,-0.470431,-1.7351,33.7075,98.993,0.024999,-0.595288,0.144275,-0.0892294,1.75643,-0.000574013,-0.0461958,0.710127,5.52858,-69.8968,60.3165,-0.467075,-2.26932,0.710127,5.52858,-60.1031
2259.62,77.727,86.8731,179.64,-0.564045,-0.457305,0.533924,-0.433188,-0.424911,0.0792962,-0.0709664,70.0957,-0.470431,-1.7351,33.7075,98.993,0.024999,-0.595288,0.144275,-0.0892294,1.75643,-0.000574013,-0.0461958,0.710127,5.52858,-69.8968,60.3165,-0.467075,-2.26932,0.710127,5.52858,-60.1031
2259.65,81.8957,86.7768,-177.384,-0.559024,-0.464301,0.529586,-0.437556,-0.43789,-0.00731973,-0.0906893,69.6273,-0.509532,-1.81088,33.7025,98.959,0.024999,-0.604186,0.0165591,-0.116687,1.74328,-0.00387693,-0.0440194,0.387678,5.74684,-69.4141,59.849,-0.534664,-2.36095,0.387678,5.74684,-59.6204
2259.67,81.8957,86.7768,-177.384,-0.559024,-0.464301,0.529586,-0.437556,-0.43789,-0.00731973,-0.0906893,69.6273,-0.509532,-1.81088,33.7025,98.959,0.024999,-0.604186,0.0165591,-0.116687,1.74328,-0.00387693,-0.0440194,0.387678,5.74684,-69.4141,59.849,-0.534664,-2.36095,0.387678,5.74684,-59.6204
2259.7,84.2078,86.8114,-175.703,-0.555911,-0.467651,0.527727,-0.440193,-0.46141,-0.0475728,-0.0846487,69.0911,0.776828,-1.56718,33.7,98.982,0.025001,-0.636086,-0.0403935,-0.120795,1.73487,0.00126113,-0.0408096,1.42698,5.22816,-68.9004,59.3125,0.73601,-2.11043,1.42698,5.22816,-59.1067
2259.72,84.2078,86.8114,-175.703,-0.555911,-0.467651,0.527727,-0.440193,-0.46141,-0.0475728,-0.0846487,69.0911,0.776828,-1.56718,33.7,98.982,0.025001,-0.636086,-0.0403935,-0.120795,1.73487,0.00126113,-0.0408096,1.42698,5.22816,-68.9004,59.3125,0.73601,-2.11043,1.42698,5.22816,-59.1067
2259.75,88.515,87.0856,-172.701,-0.548701,-0.473438,0.524593,-0.44675,-0.480936,-0.156228,-0.0606693,68.2422,0.370246,-1.22794,33.705,98.914,0.025001,-0.661909,-0.186599,-0.0874679,1.71316,0.000600549,-0.028587,0.643298,4.62404,-68.0944,58.4611,0.306985,-1.72186,0.643298,4.62404,-58.3007
2259.78,94.3977,87.5991,-168.26,-0.539772,-0.4787,0.52197,-0.455017,-0.609305,-0.212319,-0.0539995,66.7444,0.866606,-1.90083,33.7,98.846,0.025001,-0.77781,-0.293354,-0.0858817,1.67551,-0.0196207,-0.0409259,0.888126,4.56081,-66.6153,56.9593,0.783129,-2.30252,0.888126,4.56081,-56.8215
2259.8,94.3977,87.5991,-168.26,-0.539772,-0.4787,0.52197,-0.455017,-0.609305,-0.212319,-0.0539995,66.7444,0.866606,-1.90083,33.7,98.846,0.025001,-0.77781,-0.293354,-0.0858817,1.67551,-0.0196207,-0.0409259,0.888126,4.56081,-66.6153,56.9593,0.783129,-2.30252,0.888126,4.56081,-56.8215
2259.83,98.5846,88.3,-166.084,-0.528486,-0.484872,0.51683,-0.467428,-0.731931,-0.258785,0.0434347,64.9822,0.789066,-1.87329,33.71,98.827,0.025001,-1.04275,-0.373904,0.0453558,1.63853,0.00170663,-0.0371344,0.672064,3.69741,-64.9052,55.1927,0.719185,-2.15532,0.672064,3.69741,-55.1115
2259.85,98.5846,88.3,-166.084,-0.528486,-0.484872,0.51683,-0.467428,-0.731931,-0.258785,0.0434347,64.9822,0.789066,-1.87329,33.71,98.827,0.025001,-1.04275,-0.373904,0.0453558,1.63853,0.00170663,-0.0371344,0.672064,3.69741,-64.9052,55.1927,0.719185,-2.15532,0.672064,3.69741,-55.1115
2259.88,97.4125,88.6507,-168.347,-0.522952,-0.487907,0.513289,-0.474344,-0.783801,-0.215713,0.0932134,64.2593,0.639913,-2.59052,33.71,98.827,0.024999,-1.0999,-0.333401,0.114371,1.61514,0.00516882,-0.0574285,0.634568,4.03608,-64.1848,54.4683,0.593326,-2.8164,0.634568,4.03608,-54.3911
2259.9,77.1703,89.2535,169.246,-0.512821,-0.493376,0.505106,-0.488326,-0.727527,-0.202111,0.149022,63.6047,0.370289,-1.85119,33.7075,98.766,0.024999,-1.06816,-0.294454,0.211668,1.59387,0.00527973,-0.0401474,0.621236,2.64512,-63.5747,53.8118,0.394119,-1.97666,0.621236,2.64512,-53.7809
2259.93,77.1703,89.2535,169.246,-0.512821,-0.493376,0.505106,-0.488326,-0.727527,-0.202111,0.149022,63.6047,0.370289,-1.85119,33.7075,98.766,0.024999,-1.06816,-0.294454,0.211668,1.59387,0.00527973,-0.0401474,0.621236,2.64512,-63.5747,53.8118,0.394119,-1.97666,0.621236,2.64512,-53.7809
2259.95,15.75,89.3948,105.731,-0.50317,-0.498249,0.496654,-0.501899,-0.743366,-0.166758,0.129385,63.8947,-0.592769,-2.25955,33.7075,98.702,0.024999,-1.05543,-0.262816,0.210691,1.60698,-0.00959409,-0.0460632,0.0560365,2.44255,-63.8907,54.1015,-0.493199,-2.2876,0.0560365,2.44255,-54.0969
2259.98,15.75,89.3948,105.731,-0.50317,-0.498249,0.496654,-0.501899,-0.743366,-0.166758,0.129385,63.8947,-0.592769,-2.25955,33.7075,98.702,0.024999,-1.05543,-0.262816,0.210691,1.60698,-0.00959409,-0.0460632,0.0560365,2.44255,-63.8907,54.1015,-0.493199,-2.2876,0.0560365,2.44255,-54.0969
2260,-1.42763,89.2572,87.5121,-0.498473,-0.501242,0.492214,-0.507944,-0.733557,-0.104455,0.100439,59.7163,-0.148148,-2.0748,33.7,98.687,0.025001,-1.05034,-0.182546,0.165183,1.55441,-0.00895059,-0.0531909,0.587747,2.0524,-59.7143,49.9234,-0.0212497,-2.06929,0.587747,2.0524,-49.9206
2260.03,-1.42763,89.2572,87.5121,-0.498473,-0.501242,0.492214,-0.507944,-0.733557,-0.104455,0.100439,59.7163,-0.148148,-2.0748,33.7,98.687,0.025001,-1.05034,-0.182546,0.165183,1.55441,-0.00895059,-0.0531909,0.587747,2.0524,-59.7143,49.9234,-0.0212497,-2.06929,0.587747,2.0524,-49.9206
2260.05,-10.0285,89.065,76.7905,-0.489088,-0.508849,0.482738,-0.518488,-0.740925,-0.0180072,0.0199247,37.8809,-0.663989,-1.04002,33.705,98.645,0.025001,-1.06509,-0.0417683,0.0623626,1.0368,-0.0116364,-0.0339598,-0.111666,0.893872,-37.8903,28.0884,-0.508354,-1.00349,-0.111666,0.893872,-28.0965
2260.08,-5.18878,89.1473,79.5389,-0.479641,-0.51826,0.473281,-0.526646,-0.721557,0.0853433,-0.046226,17.5752,0.181768,-1.13715,33.71,98.589,0.025,-1.05132,0.0860157,-0.0489723,0.546482,-0.0122856,-0.0347367,0.337024,1.12539,-17.5737,7.78253,0.325112,-1.11068,0.337024,1.12539,-7.77991
2260.1,-5.18878,89.1473,79.5389,-0.479641,-0.51826,0.473281,-0.526646,-0.721557,0.0853433,-0.046226,17.5752,0.181768,-1.13715,33.71,98.589,0.025,-1.05132,0.0860157,-0.0489723,0.546482,-0.0122856,-0.0347367,0.337024,1.12539,-17.5737,7.78253,0.325112,-1.11068,0.337024,1.12539,-7.77991
2260.13,18.6679,89.2579,101.343,-0.470994,-0.528619,0.463062,-0.533198,-0.70487,0.106206,-0.0356568,1.81881,-0.346923,0.408134,33.705,98.562,0.025001,-0.999985,0.17044,-0.0437567,0.099888,-0.00486787,0.00706596,-0.269702,-0.441486,-1.8241,-7.97412,-0.222553,0.383187,-0.269702,-0.441486,7.96965
2260.15,18.6679,89.2579,101.343,-0.470994,-0.528619,0.463062,-0.533198,-0.70487,0.106206,-0.0356568,1.81881,-0.346923,0.408134,33.705,98.562,0.025001,-0.999985,0.17044,-0.0437567,0.099888,-0.00486787,0.00706596,-0.269702,-0.441486,-1.8241,-7.97412,-0.222553,0.383187,-0.269702,-0.441486,7.96965
2260.18,29.642,89.2748,111.275,-0.4664,-0.533636,0.457966,-0.536629,-0.792077,0.0803691,-0.0474514,-0.957717,-1.46454,0.209822,33.7075,98.555,0.024999,-1.0441,0.131638,-0.0490285,-0.00354579,-0.0173399,0.00983093,-1.42885,-0.426637,0.939403,-10.7507,-1.34902,0.164843,-1.42885,-0.426637,10.7331
2260.2,29.642,89.2748,111.275,-0.4664,-0.533636,0.457966,-0.536629,-0.792077,0.0803691,-0.0474514,-0.957717,-1.46454,0.209822,33.7075,98.555,0.024999,-1.0441,0.131638,-0.0490285,-0.00354579,-0.0173399,0.00983093,-1.42885,-0.426637,0.939403,-10.7507,-1.34902,0.164843,-1.42885,-0.426637,10.7331
2260.23,47.0392,89.1602,126.633,-0.457757,-0.542984,0.447409,-0.543556,-0.693857,0.0870145,0.00357574,-2.04733,-1.06943,0.130828,33.71,98.509,0.025,-1.00445,0.132643,0.0265323,-0.0508242,-0.0110712,0.0116575,-1.04859,-0.343735,2.03339,-11.84,-0.954237,0.0451757,-1.04859,-0.343735,11.8271
2260.25,59.692,88.9538,137.282,-0.449396,-0.552044,0.436622,-0.550138,-0.70868,0.102018,0.0277918,-1.94858,0.350658,0.0277637,33.7025,98.426,0.024999,-1.0068,0.154173,0.0259483,-0.0492466,-0.00471158,-0.00219085,0.330452,0.0174866,1.95222,-11.7407,0.472009,-0.10366,0.330452,0.0174866,11.746
2260.28,59.692,88.9538,137.282,-0.449396,-0.552044,0.436622,-0.550138,-0.70868,0.102018,0.0277918,-1.94858,0.350658,0.0277637,33.7025,98.426,0.024999,-1.0068,0.154173,0.0259483,-0.0492466,-0.00471158,-0.00219085,0.330452,0.0174866,1.95222,-11.7407,0.472009,-0.10366,0.330452,0.0174866,11.746
2260.31,55.3602,88.7025,130.923,-0.441176,-0.559269,0.425184,-0.558391,-0.705418,-0.0242685,0.121626,-1.95099,0.229673,0.207774,33.71,98.339,0.025,-1.02458,0.000400967,0.162637,-0.0449428,0.0101493,0.0261425,0.249102,-0.180311,1.95133,-11.7422,0.39727,0.0624813,0.249102,-0.180311,11.7451
2260.33,55.3602,88.7025,130.923,-0.441176,-0.559269,0.425184,-0.558391,-0.705418,-0.0242685,0.121626,-1.95099,0.229673,0.207774,33.71,98.339,0.025,-1.02458,0.000400967,0.162637,-0.0449428,0.0101493,0.0261425,0.249102,-0.180311,1.95133,-11.7422,0.39727,0.0624813,0.249102,-0.180311,11.7451
2260.36,49.3455,88.5785,123.903,-0.437016,-0.562083,0.419501,-0.563116,-0.686156,-0.0318659,0.13718,-1.92093,0.548186,0.253552,33.705,98.335,0.025,-1.00973,-0.0363941,0.191536,-0.0489106,0.00208162,0.00107853,0.564795,-0.134667,1.92812,-11.7117,0.749871,0.118009,0.564795,-0.134667,11.7219
2260.38,38.2094,88.2843,110.853,-0.428992,-0.56683,0.408583,-0.572477,-0.656901,-0.0645576,0.138001,-1.7858,-0.401267,0.546528,33.71,98.248,0.025001,-0.95168,-0.073015,0.207361,-0.0472301,-0.00464083,0.00568637,-0.261778,-0.674264,1.76795,-11.5752,-0.127215,0.442134,-0.261778,-0.674264,11.5617
2260.41,38.2094,88.2843,110.853,-0.428992,-0.56683,0.408583,-0.572477,-0.656901,-0.0645576,0.138001,-1.7858,-0.401267,0.546528,33.71,98.248,0.025001,-0.95168,-0.073015,0.207361,-0.0472301,-0.00464083,0.00568637,-0.261778,-0.674264,1.76795,-11.5752,-0.127215,0.442134,-0.261778,-0.674264,11.5617
2260.43,28.1383,88.0422,98.9628,-0.420494,-0.57083,0.398861,-0.581592,-0.636383,-0.097445,0.0877865,-1.80951,-0.33591,0.160237,33.705,98.214,0.025,-0.91583,-0.13212,0.146029,-0.0461655,-0.0140875,0.00551111,-0.318973,-0.290738,1.79626,-11.5975,-0.00538778,0.108107,-0.318973,-0.290738,11.59
2260.46,28.1383,88.0422,98.9628,-0.420494,-0.57083,0.398861,-0.581592,-0.636383,-0.097445,0.0877865,-1.80951,-0.33591,0.160237,33.705,98.214,0.025,-0.91583,-0.13212,0.146029,-0.0461655,-0.0140875,0.00551111,-0.318973,-0.290738,1.79626,-11.5975,-0.00538778,0.108107,-0.318973,-0.290738,11.59
2260.48,20.1348,87.894,89.0694,-0.410701,-0.575349,0.389516,-0.590403,-0.685923,-0.0912546,0.038502,-1.79596,-1.05177,0.0743283,33.71,98.169,0.025,-0.96819,-0.129714,0.0720102,-0.0475194,-0.0106219,-0.00213959,-1.01606,-0.469878,1.75615,-11.5831,-0.691916,0.0801737,-1.01606,-0.469878,11.5499
