Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Timestamp
0.40511772,-0.77647563,9.93020697,0.06912,-1.25856,-0.36504,0
0.40994055,-0.83434959,9.91573848,0.07632,-1.25352,-0.3636,0
0.3858264,-0.87775506,9.93985263,0.07848,-1.2096,-0.35856,0
0.37135791,-0.77647563,11.10697749,0.06552,-1.242,-0.36648,0
0.39064923,-0.82470393,9.91091565,0.07704,-1.26792,-0.37296,0
0.3858264,-0.78612129,9.89644716,0.05688,-1.22112,-0.36936,0
0.34242093,-0.87293223,10.00254942,0.06408,-1.2312,-0.396,0
0.3858264,-0.84399525,9.91573848,0.0612,-1.24128,-0.38448,0
0.35688942,-0.85364091,9.96878961,0.05976,-1.22832,-0.3888,0
0.35688942,-0.8198811,9.90609282,0.05688,-1.23552,-0.38736,0
0.35688942,-0.81505827,9.92538414,0.06912,-1.2384,-0.37152,0
0.3858264,-0.81023544,9.87233301,0.07776,-1.22256,-0.38376,0
0.35688942,-0.76200714,9.95914395,0.054,-1.22832,-0.35784,0
0.3858264,-0.81023544,9.8868015,0.0648,-1.24704,-0.3528,0
0.36171225,-0.78129846,9.89644716,0.07704,-1.24776,-0.3672,0
0.37135791,-0.80058978,9.81928188,0.06624,-1.24848,-0.37152,0
0.3375981,-0.83434959,11.09733183,0.0648,-1.23696,-0.36504,0
0.37618074,-0.82952676,9.93985263,0.06696,-1.23984,-0.37224,0
0.37135791,-0.83917242,9.92056131,0.05976,-1.24416,-0.36,0
0.38100357,-0.81023544,9.90126999,0.05688,-1.2312,-0.37224,0
0.34724376,-0.79576695,9.91091565,0.07632,-1.24272,-0.37368,0
0.36653508,-0.79094412,9.91091565,0.08352,-1.23984,-0.36072,0
0.38100357,-0.83434959,9.89162433,0.06696,-1.24848,-0.3672,0
0.4340547,-0.8681094,9.92538414,0.054,-1.23696,-0.32976,0
0.37618074,-0.8198811,9.92056131,0.072,-1.2564,-0.36072,0
0.33277527,-0.89704638,9.87233301,0.07344,-1.22688,-0.36288,0
0.34724376,-0.87775506,9.98808093,0.06768,-1.242,-0.37152,0
0.38100357,-0.84881808,9.94467546,0.054,-1.23552,-0.38448,0
0.3858264,-0.84881808,9.9350298,0.06696,-1.24272,-0.3816,0
0.43887753,-0.88740072,9.93985263,0.08856,-1.22472,-0.38232,0
0.38100357,-0.80058978,9.91091565,0.0864,-1.23624,-0.37584,0
0.3858264,-0.8198811,9.87715584,0.08136,-1.25568,-0.3744,0
0.3375981,-0.80541261,9.91573848,0.06624,-1.24056,-0.3672,0
0.35688942,-0.81505827,9.8868015,0.07848,-1.21032,-0.1908,0
0.32795244,-0.80541261,9.84339603,0.07416,-1.25136,-0.38376,0
0.34724376,-0.85364091,9.88197867,0.07848,-1.24056,-0.378,0
0.34724376,-0.8198811,9.87233301,0.06048,-1.25712,-0.37224,0
0.30866112,-0.83434959,9.87715584,0.06696,-1.2528,-0.37656,0
0.3858264,-0.78129846,9.93985263,0.0684,-1.23048,-0.39312,0
0.34242093,-0.81023544,9.87233301,0.06768,-1.2312,-0.38952,0
0.35206659,-0.79576695,9.89162433,0.08568,-1.25136,-0.38232,0
0.36171225,-0.88740072,10.02666357,0.06336,-1.2456,-0.37584,0
0.38100357,-0.82470393,9.90126999,0.05544,-1.22832,-0.3888,0
0.40994055,-0.84881808,9.85786452,0.05688,-1.242,-0.3888,0
0.35688942,-0.79576695,9.93020697,0.05256,-1.23264,-0.3636,0
0.40029489,-0.8198811,9.91573848,0.05328,-1.25496,-0.3672,0
0.35206659,-0.83917242,9.88197867,0.06768,-1.23624,-0.3636,0
0.44852319,-0.85846374,9.84821886,0.06984,-1.2348,-0.37944,0
0.3858264,-0.84399525,9.94949829,0.07416,-1.2564,-0.36144,0
0.32795244,-0.83917242,9.92056131,0.07344,-1.26,-0.36144,0
0.34242093,-0.75718431,9.95432112,0.06624,-1.24488,-0.55152,0
0.33277527,-0.81023544,9.92538414,0.07272,-1.22688,-0.37872,0
0.37618074,-0.78612129,9.93020697,0.07992,-1.21392,-0.3816,0
0.3375981,-0.80058978,9.86751018,0.07272,-1.2456,-0.36936,0
0.37618074,-0.77647563,9.84339603,0.07416,-1.25136,-0.38736,0
0.33277527,-0.80058978,9.89644716,0.07272,-1.23048,-0.36864,0
0.38100357,-0.83434959,9.93020697,0.07776,-1.25136,-0.37728,0
0.39547206,-0.81505827,9.93985263,0.07776,-1.23984,-0.37224,0
0.36653508,-0.77647563,9.89644716,0.06552,-1.21968,-0.34344,0
0.40994055,-0.82470393,9.8868015,0.07056,-1.22616,-0.35136,0
0.44852319,-0.84881808,9.8868015,0.0828,-1.26432,-0.36576,0
0.41476338,-0.83917242,9.88197867,0.06336,-1.25136,-0.36576,0
0.37135791,-0.79094412,9.8868015,0.06912,-1.2312,-0.36576,0
0.38100357,-0.84881808,9.97361244,0.06912,-1.24416,-0.36648,0
0.44852319,-0.84399525,9.89162433,0.05616,-1.24992,-0.37008,0
0.38100357,-0.80058978,9.93020697,0.0684,-1.23696,-0.3492,0
0.37618074,-0.82470393,9.93985263,0.07272,-1.23768,-0.36432,0
0.36171225,-0.81505827,9.91091565,0.07992,-1.23984,-0.34056,0
0.34724376,-0.87293223,9.96878961,0.054,-1.24056,-0.342,0
0.3858264,-0.87293223,9.89644716,0.08064,-1.26792,-0.36216,0
0.37618074,-0.7716528,9.95914395,0.07848,-1.23048,-0.3564,0
0.34724376,-0.8198811,9.94467546,0.07344,-1.22616,-0.36072,0
0.36653508,-0.79576695,9.89162433,0.09072,-1.22112,-0.38016,0
0.36171225,-0.81023544,9.87233301,0.07344,-1.22616,-0.38304,0
0.3375981,-0.84399525,9.89644716,0.06768,-1.21176,-0.35712,0
0.35206659,-0.78612129,9.91091565,0.08064,-1.22544,-0.3528,0
0.33277527,-0.80541261,9.92538414,0.07848,-1.2348,-0.38736,0
0.36171225,-0.79094412,9.90609282,0.06552,-1.24488,-0.3744,0
0.37618074,-0.7716528,9.91573848,0.06984,-1.22328,-0.37584,0
0.34724376,-0.8198811,9.90609282,0.06912,-1.2384,-0.38088,0
0.3375981,-0.82952676,9.88197867,0.0756,-1.242,-0.38592,0
0.41476338,-0.79576695,9.92056131,0.05832,-1.24272,-0.39744,0
0.32795244,-0.82470393,9.88197867,0.06408,-1.23192,-0.38664,0
0.36171225,-0.80541261,9.90126999,0.06192,-1.22544,-0.38736,0
0.37135791,-0.82470393,9.93985263,0.0612,-1.23552,-0.37008,0
0.40994055,-0.79094412,9.92056131,0.072,-1.2384,-0.3744,0
0.35688942,-0.80541261,9.86751018,0.08784,-1.22112,-0.38232,0
0.39064923,-0.83917242,9.93020697,0.0828,-1.22328,-0.378,0
0.39064923,-0.8198811,9.86751018,0.07488,-1.21896,-0.36432,0
0.41958621,-0.82952676,9.90126999,0.08136,-1.21752,-0.3492,0
0.37135791,-0.83434959,9.9350298,0.07272,-1.23984,-0.37008,0
0.36653508,-0.82470393,9.89644716,0.06408,-1.22256,-0.37512,0
0.35206659,-0.82470393,9.91091565,0.06984,-1.23192,-0.3708,0
0.34724376,-0.81023544,9.91091565,0.07848,-1.2384,-0.38376,0
0.3375981,-0.79094412,9.93020697,0.05832,-1.23768,-0.3744,0
0.36171225,-0.78129846,9.91573848,0.0936,-1.2564,-0.38232,0
0.36653508,-0.75718431,9.90609282,0.08064,-1.23048,-0.37728,0
0.33277527,-0.82952676,9.92056131,0.08064,-1.23984,-0.36288,0
0.36171225,-0.85364091,9.90126999,0.06768,-1.2528,-0.36288,0
0.34242093,-0.80541261,9.91091565,0.06192,-1.242,-0.35352,0
0.40511772,-0.78612129,9.88197867,0.08784,-1.24128,-0.35784,0
0.37618074,-0.82470393,9.91091565,0.08568,-1.23696,-0.37728,0
0.35206659,-0.82952676,9.91573848,0.07848,-1.24632,-0.38448,0
0.39064923,-0.81023544,9.93020697,0.07488,-1.24704,-0.38232,0
0.3858264,-0.78612129,9.94467546,0.06336,-1.24344,-0.396,0
0.35688942,-0.83434959,9.91091565,0.05904,-1.23984,-0.39672,0
0.37135791,-0.81505827,9.90126999,0.06048,-1.2384,-0.4104,0
0.40029489,-0.84881808,9.90609282,0.07632,-1.2348,-0.38592,0
0.36653508,-0.8198811,9.93985263,0.07056,-1.2456,-0.39816,0
0.4340547,-0.84399525,9.93020697,0.0828,-1.23336,-0.39024,0
0.3858264,-0.83434959,9.92056131,0.06912,-1.23048,-0.36504,0
0.40994055,-0.84399525,9.9350298,0.0828,-1.2384,-0.39024,0
0.3375981,-0.80058978,9.8868015,0.0936,-1.24488,-0.37728,0
0.36171225,-0.81023544,11.07321768,0.06768,-1.22112,-0.37584,0
0.36653508,-0.80541261,9.91573848,0.06624,-1.242,-0.38088,0
0.40994055,-0.73789299,9.89644716,0.05976,-1.22112,-0.39528,0
0.34724376,-0.77647563,9.9350298,0.07344,-1.24848,-0.39528,0
0.37618074,-0.78129846,9.88197867,0.07416,-1.23624,-0.38952,0
0.36171225,-0.78612129,9.89644716,0.07488,-1.2276,-0.37584,0
0.39064923,-0.78612129,9.86268735,0.08352,-1.22688,-0.37872,0
0.32312961,-0.82470393,9.90609282,0.09216,-1.23192,-0.35568,0
0.40994055,-0.82952676,9.86751018,0.0612,-1.24632,-0.37296,0
0.40029489,-0.77647563,9.89644716,0.07488,-1.23624,-0.36648,0
0.35688942,-0.7716528,9.89162433,0.08424,-1.24344,-0.36432,0
0.37618074,-0.76682997,9.89644716,0.06624,-1.24416,-0.36432,0
0.34724376,-0.81023544,9.96396678,0.06984,-1.21968,-0.3744,0
0.36171225,-0.76200714,9.8868015,0.08424,-1.2636,-0.37728,0
0.40029489,-0.84399525,9.88197867,0.06048,-1.23264,-0.378,0
0.38100357,-0.88257789,9.96396678,0.07344,-1.22688,-0.37656,0
0.42923187,-0.87775506,9.96878961,0.07776,-1.2276,-0.36504,0
0.40029489,-0.7716528,9.9350298,0.06768,-1.24056,-0.37584,0
0.39547206,-0.80541261,9.9350298,0.07704,-1.23768,-0.37008,0
0.34242093,-0.78612129,9.84339603,0.06192,-1.24416,-0.36792,0
0.3858264,-0.78612129,9.86751018,0.05472,-1.26288,-0.37152,0
0.35688942,-0.81023544,9.90126999,0.07416,-1.23192,-0.36288,0
0.35206659,-0.8198811,9.87715584,0.0792,-1.23192,-0.3708,0
0.40511772,-0.79576695,9.89162433,0.0756,-1.21176,-0.37224,0
0.37618074,-0.79094412,9.84339603,0.0648,-1.22832,-0.3636,0
0.34724376,-0.79094412,9.8868015,0.04608,-1.2312,-0.36576,0
0.39547206,-0.78612129,9.90609282,0.0648,-1.23912,-0.38232,0
0.33277527,-0.80541261,9.85786452,0.07488,-1.24344,-0.36,0
0.3375981,-0.80541261,9.8868015,0.07992,-1.22904,-0.35568,0
0.37618074,-0.77647563,9.95432112,0.07416,-1.2312,-0.36144,0
0.38100357,-0.86328657,9.95432112,0.06408,-1.22904,-0.35712,0
0.35206659,-0.80541261,9.91573848,0.0648,-1.2204,-0.36576,0
0.39064923,-0.85846374,9.95432112,0.07992,-1.23912,-0.37152,0
0.41476338,-0.8681094,9.89644716,0.06984,-1.24344,-0.35784,0
0.40511772,-0.9163377,9.99772659,0.05976,-1.23696,-0.36504,0
0.42440904,-0.89222355,9.94949829,0.07704,-1.2204,-0.38304,0
0.37135791,-0.79094412,9.91091565,0.06192,-1.25568,-0.38088,0
0.3375981,-0.84881808,9.90609282,0.07488,-1.21896,-0.36432,0
0.36171225,-0.86328657,9.94467546,0.06768,-1.25064,-0.36864,0
0.37135791,-0.81505827,8.68591683,0.05976,-1.22832,-0.3744,0
0.35206659,-0.8198811,9.87715584,0.04824,-1.2312,-0.38232,0
0.34242093,-0.87293223,9.94467546,0.05976,-1.25784,-0.37872,0
0.40029489,-0.81023544,9.92056131,0.06912,-1.2204,-0.54576,0
0.42440904,-0.78612129,9.93985263,0.0684,-1.25136,-0.3744,0
0.37135791,-0.77647563,9.93985263,0.08352,-1.21392,-0.378,0
0.35688942,-0.8198811,9.89162433,0.06336,-1.24776,-0.37152,0
0.34242093,-0.84881808,9.89644716,0.06984,-1.2456,-0.37944,0
0.34724376,-0.84881808,9.9350298,0.06912,-1.22904,-0.3744,0
0.31830678,-0.79094412,9.96878961,0.0576,-1.24776,-0.36648,0
0.37135791,-0.79576695,9.92056131,0.07848,-1.24632,-0.37512,0
0.35688942,-0.80058978,9.90126999,0.06768,-1.2384,-0.36144,0
0.36171225,-0.80058978,9.90609282,0.06984,-1.24848,-0.35856,0
0.39064923,-0.8198811,9.91091565,0.0756,-1.2492,-0.32976,0
0.38100357,-0.79576695,9.89644716,0.0576,-1.24128,-0.33984,0
0.39547206,-0.81505827,9.89644716,0.06624,-1.23912,-0.3636,0
0.36653508,-0.81505827,9.90126999,0.072,-1.23408,-0.37008,0
0.31348395,-0.81505827,9.91573848,0.07704,-1.24992,-0.36432,0
0.37135791,-0.8198811,9.93985263,0.06912,-1.23696,-0.38376,0
0.36653508,-0.86328657,9.92056131,0.0756,-1.24344,-0.38304,0
0.3858264,-0.77647563,9.94467546,0.07848,-1.2456,-0.36504,0
0.37618074,-0.82470393,9.91573848,0.07416,-1.2384,-0.37584,0
0.3375981,-0.76682997,9.92538414,0.0756,-1.2312,-0.3492,0
0.34724376,-0.79094412,9.93985263,0.06768,-1.21824,-0.36216,0
0.37135791,-0.81023544,9.9350298,0.06192,-1.25496,-0.36144,0
0.3858264,-0.81505827,9.87715584,0.07344,-1.2348,-0.3816,0
0.37618074,-0.76682997,9.96878961,0.08424,-1.22904,-0.37584,0
0.34242093,-0.80541261,9.90126999,0.08784,-1.242,-0.3708,0
0.38100357,-0.78612129,9.93020697,0.0792,-1.242,-0.37368,0
0.40511772,-0.79094412,9.91573848,0.07848,-1.25424,-0.3924,0
0.35688942,-0.84881808,9.94467546,0.06408,-1.22616,-0.37152,0
0.41958621,-0.85846374,9.89162433,0.05688,-1.23984,-0.37584,0
0.39064923,-0.80541261,9.91091565,0.06912,-1.25352,-0.39096,0
0.36653508,-0.7716528,9.8868015,0.0612,-1.25568,-0.36216,0
0.40994055,-0.80058978,9.90609282,0.0684,-1.22904,-0.3744,0
0.38100357,-0.78612129,9.93020697,0.06624,-1.23984,-0.36648,0
0.40511772,-0.85846374,9.89644716,0.09,-1.23552,-0.3636,0
0.42923187,-0.81505827,9.87715584,0.06624,-1.25568,-0.36792,0
0.38100357,-0.81023544,9.92056131,0.0648,-1.24056,-0.39312,0
0.4340547,-0.77647563,9.91573848,0.0792,-1.21896,-0.38016,0
0.37135791,-0.8198811,9.91573848,0.06336,-1.23408,-0.38088,0
0.37618074,-0.83917242,9.90609282,0.04896,-1.23912,-0.38016,0
0.40029489,-0.79094412,9.94949829,0.07056,-1.24128,-0.37872,0
0.36171225,-0.79576695,9.93020697,0.07128,-1.2348,-0.37872,0
0.38100357,-0.8198811,9.89644716,0.07488,-1.24632,-0.37152,0
0.39064923,-0.82470393,9.89644716,0.07056,-1.24344,-0.3492,0
0.38100357,-0.8681094,9.95432112,0.05184,-1.2348,-0.36432,0
0.34724376,-0.77647563,9.90609282,0.06912,-1.2384,-0.3708,0
0.36653508,-0.79094412,9.92056131,0.05904,-1.24272,-0.3672,0
0.40029489,-0.78612129,9.91573848,0.0828,-1.25568,-0.38592,0
0.37618074,-0.83917242,9.92538414,0.07992,-1.242,-0.36792,0
0.42440904,-0.84881808,9.92538414,0.08208,-1.23984,-0.37872,0
0.34242093,-0.82470393,9.86268735,0.08208,-1.23408,-0.39744,0
0.39547206,-0.79576695,9.90609282,0.06696,-1.23768,-0.3744,0
0.40511772,-0.83434959,9.91573848,0.08136,-1.242,-0.38592,0
0.37618074,-0.79576695,9.8868015,0.07992,-1.23192,-0.39384,0
0.40994055,-0.76682997,9.90126999,0.07128,-1.224,-0.36792,0
0.40029489,-0.75718431,9.90609282,0.08352,-1.23408,-0.37008,0
0.39064923,-0.8198811,9.86751018,0.0828,-1.21968,-0.35136,0
0.34724376,-0.81505827,9.89162433,0.07344,-1.23984,-0.39024,0
0.37618074,-0.74271582,9.87715584,0.0684,-1.24632,-0.37656,0
0.38100357,-0.83434959,9.89644716,0.07776,-1.23552,-0.36576,0
0.35206659,-0.78612129,9.93020697,0.07488,-1.23336,-0.36576,0
0.37135791,-0.76200714,9.92538414,0.0648,-1.23696,-0.38592,0
0.3375981,-0.81023544,9.87233301,0.05976,-1.22328,-0.36864,0
0.35688942,-0.8198811,9.86751018,0.04536,-1.24776,-0.3672,0
0.3858264,-0.84881808,9.91573848,0.04176,-1.22544,-0.37224,0
0.35688942,-0.7716528,9.91573848,0.07992,-1.25064,-0.36576,0
0.39547206,-0.78129846,9.92538414,0.05904,-1.23336,-0.37224,0
0.35206659,-0.78612129,9.8868015,0.06624,-1.2204,-0.37008,0
0.38100357,-0.75236148,9.88197867,0.08712,-1.22184,-0.36432,0
0.37618074,-0.82470393,9.93985263,0.07488,-1.24056,-0.36432,0
0.37618074,-0.82470393,9.91573848,0.06624,-1.24056,-0.37872,0
0.36171225,-0.84881808,9.90126999,0.04392,-1.26,-0.36432,0
0.36171225,-0.79576695,9.87715584,0.06048,-1.23192,-0.37224,0
0.35206659,-0.80541261,9.90609282,0.072,-1.23768,-0.37008,0
0.3858264,-0.83434959,9.90609282,0.07992,-1.2312,-0.37584,0
0.37135791,-0.76200714,9.87715584,0.06408,-1.2348,-0.3744,0
0.39547206,-0.84881808,9.94467546,0.06768,-1.22904,-0.36792,0
0.3858264,-0.81023544,9.91573848,0.07776,-1.2276,-0.37296,0
0.35688942,-0.78612129,9.90126999,0.06408,-1.24776,-0.37368,0
0.35206659,-0.75236148,9.92056131,0.0864,-1.23408,-0.35496,0
0.36171225,-0.88740072,9.9350298,0.07416,-1.23624,-0.38448,0
0.37618074,-0.82470393,9.91091565,0.06552,-1.24704,-0.36144,0
0.37135791,-0.80058978,9.91091565,0.08496,-1.24488,-0.37656,0
0.3375981,-0.80541261,9.9350298,0.0828,-1.24632,-0.36072,0
0.35688942,-0.78129846,9.97361244,0.06912,-1.25064,-0.36216,0
0.35206659,-0.8681094,9.97843527,0.07056,-1.224,-0.35424,0
0.32795244,-0.76682997,9.95914395,0.06048,-1.24272,-0.342,0
0.35206659,-0.77647563,9.88197867,0.07992,-1.25568,-0.3492,0
0.40029489,-0.83917242,9.91091565,0.06336,-1.25712,-0.35496,0
0.40994055,-0.84881808,9.90126999,0.07056,-1.26216,-0.36864,0
0.36171225,-0.81505827,9.86751018,0.05184,-1.24632,-0.36936,0
0.37618074,-0.78129846,9.89162433,0.05328,-1.22904,-0.378,0
0.39064923,-0.83434959,9.91091565,0.0396,-1.24488,-0.37656,0
0.40511772,-0.83917242,9.89162433,0.0504,-1.23984,-0.38592,0
0.41476338,-0.87775506,9.86751018,0.07488,-1.2384,-0.3816,0
0.37135791,-0.79576695,9.8868015,0.07344,-1.23984,-0.37584,0
0.35206659,-0.81023544,9.83375037,0.07848,-1.23696,-0.18792,0
0.37618074,-0.80541261,9.90609282,0.08496,-1.23192,-0.37656,0
0.38100357,-0.80058978,9.91573848,0.07344,-1.24344,-0.19872,0
0.35206659,-0.84881808,9.85786452,0.08208,-1.24416,-0.35856,0
0.40994055,-0.82470393,9.93985263,0.07488,-1.23984,-0.38232,0
0.3375981,-0.81505827,9.91573848,0.05328,-1.24632,-0.38088,0
0.42440904,-0.78129846,9.92056131,0.07056,-1.2456,-0.37296,0
0.34724376,-0.80541261,9.90126999,0.08568,-1.25208,-0.38304,0
0.27490131,-0.7716528,9.89162433,0.06408,-1.26432,-0.34848,0
0.33277527,-0.80058978,9.92056131,0.072,-1.25568,-0.1872,0
0.37135791,-0.83434959,9.8868015,0.05472,-1.2708,-0.36864,0
0.40994055,-0.85364091,9.9350298,0.06552,-1.24344,-0.37224,0
0.41958621,-0.84881808,9.92056131,0.07704,-1.23408,-0.36504,0
0.31830678,-0.78612129,9.92056131,0.08568,-1.22112,-0.36144,0
0.36653508,-0.79094412,9.90126999,0.05976,-1.242,-0.34848,0
0.3858264,-0.81505827,9.91573848,0.07632,-1.26504,-0.35496,0
0.39547206,-0.8198811,9.8868015,0.07056,-1.22976,-0.36072,0
0.35206659,-0.83917242,9.9350298,0.04464,-1.23696,-0.35856,0
0.40029489,-0.78612129,9.9350298,0.06696,-1.23912,-0.34704,0
0.38100357,-0.83434959,9.96878961,0.06048,-1.23696,-0.35496,0
0.39064923,-0.85364091,9.89644716,0.06624,-1.22904,-0.38952,0
0.36653508,-0.81505827,9.92056131,0.054,-1.24056,-0.35352,0
0.40511772,-0.83917242,9.92538414,0.0756,-1.22544,-0.38376,0
0.3858264,-0.80058978,9.89644716,0.08856,-1.23912,-0.37656,0
0.41958621,-0.82952676,9.91091565,0.08064,-1.22904,-0.36864,0
0.37618074,-0.88740072,9.94467546,0.06696,-1.2528,-0.38664,0
0.40029489,-0.82470393,9.92056131,0.0648,-1.23768,-0.3672,0
0.39547206,-0.90186921,9.94949829,0.05328,-1.2384,-0.36936,0
0.40994055,-0.87293223,9.89162433,0.06048,-1.24344,-0.36648,0
0.36171225,-0.82470393,9.94467546,0.05616,-1.2456,-0.54936,0
0.33277527,-0.81023544,9.90126999,0.08352,-1.24848,-0.36936,0
0.33277527,-0.82952676,9.85786452,0.06624,-1.25928,-0.19512,0
0.40029489,-0.76200714,9.86268735,0.06336,-1.24776,-0.37584,0
0.37135791,-0.86328657,9.95432112,0.06984,-1.22904,-0.20232,0
0.37135791,-0.80058978,9.91573848,0.08136,-1.2492,-0.36792,0
0.39547206,-0.80541261,9.87233301,0.08568,-1.24848,-0.37224,0
0.33277527,-0.84881808,9.93020697,0.05976,-1.22112,-0.38304,0
0.36171225,-0.79094412,9.89162433,0.06912,-1.23912,-0.38952,0
0.32795244,-0.86328657,9.92056131,0.06336,-1.2492,-0.39312,0
0.37618074,-0.81505827,9.92538414,0.07848,-1.24776,-0.38376,0
0.35688942,-0.83917242,9.9350298,0.06192,-1.25136,-0.37944,0
0.38100357,-0.78612129,9.92056131,0.07272,-1.23048,-0.378,0
0.3375981,-0.7716528,9.93020697,0.08568,-1.24704,-0.38304,0
0.36653508,-0.7716528,9.91573848,0.08136,-1.23264,-0.36576,0
0.33277527,-0.81023544,9.86751018,0.05472,-1.22184,-0.35136,0
0.3375981,-0.8198811,9.8868015,0.07992,-1.23264,-0.38304,0
0.3858264,-0.79094412,9.91091565,0.0792,-1.23912,-0.3708,0
0.36171225,-0.8198811,9.91091565,0.07056,-1.2492,-0.3924,0
0.34242093,-0.81505827,9.86751018,0.0828,-1.23912,-0.3888,0
0.38100357,-0.81505827,9.87233301,0.07056,-1.21392,-0.36072,0
0.3858264,-0.78129846,9.94949829,0.06768,-1.24056,-0.378,0
0.39547206,-0.79094412,9.86268735,0.06768,-1.23264,-0.3672,0
0.36653508,-0.78612129,9.91573848,0.04608,-1.23768,-0.35064,0
0.35688942,-0.81505827,9.82892754,0.06552,-1.23768,-0.34704,0
0.37135791,-0.80541261,9.89644716,0.07704,-1.24344,-0.36432,0
0.38100357,-0.78612129,9.90609282,0.06408,-1.25496,-0.36648,0
0.3375981,-0.83917242,11.092509,0.0648,-1.23696,-0.36432,0
0.34242093,-0.78612129,9.86268735,0.05616,-1.22688,-0.35064,0
0.39064923,-0.84399525,9.90609282,0.05184,-1.22472,-0.3636,0
0.31348395,-0.81505827,9.88197867,0.0576,-1.23768,-0.36072,0
0.35206659,-0.8198811,9.87715584,0.06768,-1.22544,-0.36144,0
0.37618074,-0.82952676,9.88197867,0.07272,-1.2168,-0.34776,0
0.34724376,-0.8198811,9.85786452,0.07776,-1.25136,-0.3852,0
0.3858264,-0.79094412,9.89162433,0.08712,-1.23192,-0.36072,0
0.40994055,-0.83434959,9.94949829,0.07848,-1.21608,-0.35496,0
0.42440904,-0.78612129,9.93020697,0.06984,-1.2456,-0.3744,0
0.35206659,-0.78612129,9.9350298,0.06624,-1.26432,-0.35136,0
0.37618074,-0.8198811,9.91573848,0.06624,-1.22688,-0.3852,0
0.38100357,-0.82470393,9.93020697,0.06984,-1.23768,-0.35928,0
0.41958621,-0.83917242,9.93020697,0.0576,-1.20024,-0.3708,0
0.39064923,-0.83917242,9.89644716,0.05544,-1.23192,-0.55008,0
0.40994055,-0.83434959,9.90609282,0.06192,-1.23624,-0.37656,0
0.36171225,-0.78612129,9.89162433,0.054,-1.24344,-0.39672,0
0.41476338,-0.82952676,9.91091565,0.0612,-1.22328,-0.38808,0
0.34724376,-0.78612129,9.90126999,0.05976,-1.25856,-0.38088,0
0.36653508,-0.75718431,9.90609282,0.06192,-1.24704,-0.3672,0
0.35688942,-0.80058978,11.08768617,0.05544,-1.23048,-0.38088,0
0.34242093,-0.83434959,9.9350298,0.05976,-1.2276,-0.3708,0
0.38100357,-0.82952676,9.92056131,0.08784,-1.2312,-0.38592,0
0.40029489,-0.82952676,9.95432112,0.06984,-1.22688,-0.36648,0
0.39064923,-0.78612129,9.94949829,0.06768,-1.23192,-0.36576,0
0.3858264,-0.84881808,9.91573848,0.07704,-1.22976,-0.36504,0
0.39064923,-0.83917242,9.9350298,0.09792,-1.24776,-0.34488,0
0.35206659,-0.84399525,9.93020697,0.09,-1.25928,-0.3564,0
0.38100357,-0.8198811,9.86268735,0.06912,-1.26144,-0.36576,0
0.40511772,-0.80058978,9.9350298,0.06984,-1.23768,-0.37368,0
0.40994055,-0.85364091,9.94949829,0.07344,-1.23912,-0.37008,0
0.3858264,-0.8198811,9.91091565,0.0828,-1.23768,-0.37944,0
0.36653508,-0.77647563,9.90609282,0.07272,-1.22544,-0.3852,0
0.34724376,-0.83434959,9.89162433,0.09072,-1.23912,-0.37008,0
0.34724376,-0.80541261,9.90609282,0.1008,-1.22904,-0.35928,0
0.3375981,-0.8681094,9.94467546,0.0972,-1.2096,-0.37512,0
0.3858264,-0.82470393,9.88197867,0.07272,-1.22544,-0.37296,0
0.36171225,-0.80058978,9.90609282,0.06552,-1.21896,-0.37656,0
0.35206659,-0.81505827,9.96878961,0.07992,-1.23264,-0.3744,0
0.40029489,-0.84399525,9.90609282,0.07128,-1.24056,-0.40248,0
0.35688942,-0.76200714,9.91091565,0.072,-1.23696,-0.37368,0
0.35688942,-0.84399525,9.90126999,0.06048,-1.25352,-0.40104,0
0.3858264,-0.84399525,9.89162433,0.06912,-1.24848,-0.3744,0
0.34242093,-0.83434959,9.87715584,0.08064,-1.23192,-0.36144,0
0.35688942,-0.80058978,9.89162433,0.06768,-1.23624,-0.37584,0
0.35688942,-0.75718431,9.93985263,0.06768,-1.242,-0.37296,0
0.40029489,-0.79576695,9.85304169,0.07128,-1.24344,-0.35784,0
0.41958621,-0.80058978,9.92538414,0.05904,-1.24632,-0.36864,0
0.30866112,-0.83917242,9.89644716,0.08424,-1.25352,-0.3564,0
0.38100357,-0.75718431,9.87715584,0.06624,-1.24488,-0.38232,0
0.3375981,-0.81023544,9.91573848,0.0396,-1.242,-0.36072,0
0.37618074,-0.8198811,8.65215702,0.06408,-1.25784,-0.36288,0
0.35206659,-0.81505827,9.8868015,0.0792,-1.24416,-0.38016,0
0.3858264,-0.85364091,9.84339603,0.07128,-1.24776,-0.34992,0
0.36653508,-0.80058978,9.90126999,0.054,-1.25136,-0.18576,0
0.41958621,-0.84881808,9.89644716,0.08856,-1.24272,-0.36792,0
0.37135791,-0.77647563,9.91573848,0.06624,-1.24704,-0.35784,0
0.35688942,-0.80058978,9.94949829,0.06264,-1.2312,-0.3708,0
0.40029489,-0.81505827,9.90609282,0.0684,-1.25208,-0.36432,0
0.3858264,-0.84881808,9.92056131,0.05904,-1.24776,-0.37728,0
0.37135791,-0.81023544,9.9350298,0.09432,-1.23192,-0.36864,0
0.39064923,-0.80058978,9.8868015,0.0684,-1.24416,-0.38376,0
