Timestamp,Yaw,Pitch,Roll,Qtn[0], Qtn[1], Qtn[2], Qtn[3],Rate X,Rate Y,Rate Z,Accel X,Accel Y,Accel Z,Temp,Pres,dTime,dTheta X,dTheta Y,dTheta Z,dVel X,dVel Y,dVel Z,AccelNed X,AccelNed Y,AccelNed Z,LinearAccel X,LinearAccel Y,LinearAccel Z,LinearAccelNed X,LinearAccelNed Y,LinearAccelNed Z
2592.06,-141.646,89.4212,26.211,-0.700111,-0.0728805,0.706152,-0.0766965,-0.256645,-0.0648701,-0.0681047,73.3919,0.322106,-2.22945,32.805,99.154,0.025,-0.363361,-0.107008,-0.0558638,1.83415,0.00181064,-0.0445001,1.66571,-0.306155,-73.4069,63.5987,0.365815,-2.14067,1.66571,-0.306155,-63.6132
2592.09,-165.002,89.241,2.09957,-0.697983,-0.0787287,0.70725,-0.0801217,-0.269369,-0.0933794,-0.0823458,72.8958,0.132013,-1.07426,32.8,99.142,0.025,-0.382016,-0.145627,-0.0721954,1.82198,0.00101311,-0.0347421,0.143455,-0.138888,-72.9036,63.1029,0.136768,-0.944566,0.143455,-0.138888,-63.1098
2592.11,-165.002,89.241,2.09957,-0.697983,-0.0787287,0.70725,-0.0801217,-0.269369,-0.0933794,-0.0823458,72.8958,0.132013,-1.07426,32.8,99.142,0.025,-0.382016,-0.145627,-0.0721954,1.82198,0.00101311,-0.0347421,0.143455,-0.138888,-72.9036,63.1029,0.136768,-0.944566,0.143455,-0.138888,-63.1098
2592.14,-173.099,89.0681,-6.40002,-0.696572,-0.0818613,0.70808,-0.0819115,-0.29645,-0.123751,-0.0863928,72.6549,0.0312248,-1.70558,32.8,99.105,0.024999,-0.401973,-0.172876,-0.0848476,1.82136,0.0019459,-0.0257854,0.492937,0.219907,-72.6729,62.8625,0.0134583,-1.54719,0.492937,0.219907,-62.8792
2592.16,-173.099,89.0681,-6.40002,-0.696572,-0.0818613,0.70808,-0.0819115,-0.29645,-0.123751,-0.0863928,72.6549,0.0312248,-1.70558,32.8,99.105,0.024999,-0.401973,-0.172876,-0.0848476,1.82136,0.0019459,-0.0257854,0.492937,0.219907,-72.6729,62.8625,0.0134583,-1.54719,0.492937,0.219907,-62.8792
2592.19,179.325,88.6464,-14.7827,-0.693426,-0.0879535,0.709985,-0.0857062,-0.275049,-0.146525,-0.0660669,72.5253,0.70702,-1.08731,32.8,99.105,0.025,-0.391718,-0.209165,-0.0616191,1.81423,0.0112054,-0.0266061,-0.487279,-0.400477,-72.5341,62.7343,0.647967,-0.863525,-0.487279,-0.400477,-62.7404
2592.21,178.738,88.1635,-16.1477,-0.689856,-0.0933025,0.712261,-0.0898722,-0.283479,-0.169412,-0.0286274,72.1245,1.0232,-1.71102,32.8,99.068,0.025001,-0.391558,-0.240763,-0.0149414,1.80868,0.018771,-0.0252218,-0.395611,-0.498383,-72.1492,62.3357,0.935898,-1.4095,-0.395611,-0.498383,-62.3554
2592.24,178.738,88.1635,-16.1477,-0.689856,-0.0933025,0.712261,-0.0898722,-0.283479,-0.169412,-0.0286274,72.1245,1.0232,-1.71102,32.8,99.068,0.025001,-0.391558,-0.240763,-0.0149414,1.80868,0.018771,-0.0252218,-0.395611,-0.498383,-72.1492,62.3357,0.935898,-1.4095,-0.395611,-0.498383,-62.3554
2592.26,-178.718,87.7037,-14.4406,-0.686245,-0.0983168,0.714397,-0.0950698,-0.282117,-0.156809,0.00357915,72.1077,1.01219,-1.48456,32.8,99.056,0.025,-0.408789,-0.24137,0.034323,1.80028,0.0184544,-0.0339403,-1.18656,-0.636701,-72.1175,62.3219,0.914335,-1.10454,-1.18656,-0.636701,-62.3238
2592.29,-178.718,87.7037,-14.4406,-0.686245,-0.0983168,0.714397,-0.0950698,-0.282117,-0.156809,0.00357915,72.1077,1.01219,-1.48456,32.8,99.056,0.025,-0.408789,-0.24137,0.034323,1.80028,0.0184544,-0.0339403,-1.18656,-0.636701,-72.1175,62.3219,0.914335,-1.10454,-1.18656,-0.636701,-62.3238
2592.32,-177.063,87.4798,-13.1946,-0.684454,-0.100583,0.715431,-0.0978028,-0.28072,-0.162328,0.0148812,71.6303,0.672918,-1.6512,32.8,99.031,0.024999,-0.403052,-0.238727,0.0549842,1.79615,0.0162283,-0.0301598,-1.37423,-0.34913,-71.6385,61.846,0.574616,-1.23191,-1.37423,-0.34913,-61.8447
2592.34,-177.063,87.4798,-13.1946,-0.684454,-0.100583,0.715431,-0.0978028,-0.28072,-0.162328,0.0148812,71.6303,0.672918,-1.6512,32.8,99.031,0.024999,-0.403052,-0.238727,0.0549842,1.79615,0.0162283,-0.0301598,-1.37423,-0.34913,-71.6385,61.846,0.574616,-1.23191,-1.37423,-0.34913,-61.8447
2592.37,-172.625,87.0203,-9.61141,-0.680734,-0.104755,0.717498,-0.104037,-0.31486,-0.186084,0.0535082,71.3838,0.528889,-0.502384,32.8,99.007,0.025001,-0.426717,-0.257494,0.112582,1.78626,0.0214353,-0.0186836,-3.046,-0.835461,-71.3176,61.6033,0.443882,-0.000402451,-3.046,-0.835461,-61.5239
2592.39,-168.585,86.5081,-6.56059,-0.676575,-0.109505,0.719626,-0.11133,-0.346017,-0.182869,0.0521889,70.8423,0.285287,-1.08246,32.8,98.97,0.025,-0.493081,-0.270884,0.117807,1.77149,0.0131776,-0.022375,-3.11397,-0.791719,-70.7782,61.0667,0.21713,-0.489837,-3.11397,-0.791719,-60.9845
2592.42,-168.585,86.5081,-6.56059,-0.676575,-0.109505,0.719626,-0.11133,-0.346017,-0.182869,0.0521889,70.8423,0.285287,-1.08246,32.8,98.97,0.025,-0.493081,-0.270884,0.117807,1.77149,0.0131776,-0.022375,-3.11397,-0.791719,-70.7782,61.0667,0.21713,-0.489837,-3.11397,-0.791719,-60.9845
2592.44,-164.915,86.0733,-3.99165,-0.672809,-0.114762,0.721034,-0.119445,-0.403843,-0.139624,0.0812604,70.381,0.483052,-1.37576,32.8,98.982,0.025001,-0.550454,-0.216301,0.149325,1.76062,0.0205306,-0.0245176,-3.1988,-1.26209,-70.3121,60.6103,0.436364,-0.706701,-3.1988,-1.26209,-60.5183
2592.47,-164.915,86.0733,-3.99165,-0.672809,-0.114762,0.721034,-0.119445,-0.403843,-0.139624,0.0812604,70.381,0.483052,-1.37576,32.8,98.982,0.025001,-0.550454,-0.216301,0.149325,1.76062,0.0205306,-0.0245176,-3.1988,-1.26209,-70.3121,60.6103,0.436364,-0.706701,-3.1988,-1.26209,-60.5183
2592.49,-162.999,85.9139,-2.66524,-0.671265,-0.117536,0.721288,-0.123827,-0.414377,-0.102571,0.0888419,69.9479,0.590492,-1.45955,32.8,98.957,0.024999,-0.574567,-0.171452,0.164912,1.7557,0.0191562,-0.0291486,-3.19682,-1.52325,-69.876,60.1791,0.558042,-0.762451,-3.19682,-1.52325,-60.0822
2592.52,-158.994,85.773,0.139775,-0.669309,-0.123173,0.720578,-0.132743,-0.421221,-0.0121241,0.106233,69.4705,0.965983,-1.21741,32.8025,98.888,0.024999,-0.584517,-0.0458445,0.189249,1.74166,0.0250801,-0.0321437,-3.3017,-2.30569,-69.371,59.7034,0.967745,-0.495533,-3.3017,-2.30569,-59.5773
2592.54,-158.994,85.773,0.139775,-0.669309,-0.123173,0.720578,-0.132743,-0.421221,-0.0121241,0.106233,69.4705,0.965983,-1.21741,32.8025,98.888,0.024999,-0.584517,-0.0458445,0.189249,1.74166,0.0250801,-0.0321437,-3.3017,-2.30569,-69.371,59.7034,0.967745,-0.495533,-3.3017,-2.30569,-59.5773
2592.57,-154.779,85.8588,3.07735,-0.668719,-0.129458,0.718266,-0.141948,-0.454279,0.0773469,0.101535,68.3538,1.93066,-1.90827,32.8,98.859,0.025,-0.640391,0.0723263,0.184509,1.72281,0.0203787,-0.0414062,-1.97466,-3.17434,-68.3054,58.5856,1.96863,-1.20202,-1.97466,-3.17434,-58.5117
2592.59,-154.779,85.8588,3.07735,-0.668719,-0.129458,0.718266,-0.141948,-0.454279,0.0773469,0.101535,68.3538,1.93066,-1.90827,32.8,98.859,0.025,-0.640391,0.0723263,0.184509,1.72281,0.0203787,-0.0414062,-1.97466,-3.17434,-68.3054,58.5856,1.96863,-1.20202,-1.97466,-3.17434,-58.5117
2592.62,-152.741,86.0051,4.45778,-0.669024,-0.132955,0.716442,-0.146425,-0.459398,0.130272,0.0897188,68.2701,1.55443,-1.65432,32.81,98.863,0.024999,-0.642045,0.150669,0.175169,1.71019,0.0190967,-0.0437388,-2.10399,-2.97205,-68.2107,58.5002,1.60746,-0.974061,-2.10399,-2.97205,-58.417
2592.64,-148.05,86.4847,7.74884,-0.670671,-0.140793,0.711471,-0.155522,-0.557937,0.201429,0.100973,66.7949,1.54562,-1.26438,32.8,98.822,0.025001,-0.703127,0.273314,0.170725,1.67693,0.0320401,-0.0372586,-1.68997,-3.05978,-66.7333,57.0196,1.62659,-0.669351,-1.68997,-3.05978,-56.9395
2592.67,-148.05,86.4847,7.74884,-0.670671,-0.140793,0.711471,-0.155522,-0.557937,0.201429,0.100973,66.7949,1.54562,-1.26438,32.8,98.822,0.025001,-0.703127,0.273314,0.170725,1.67693,0.0320401,-0.0372586,-1.68997,-3.05978,-66.7333,57.0196,1.62659,-0.669351,-1.68997,-3.05978,-56.9395
2592.7,-143.818,87.1264,10.0024,-0.672207,-0.153137,0.704828,-0.167045,-0.723375,0.255389,0.00638726,65.455,1.08122,-1.02919,32.78,98.756,0.024999,-1.02405,0.355384,0.075004,1.64654,0.0108055,-0.0379773,-1.2489,-2.45411,-65.414,55.6735,1.1665,-0.545653,-1.2489,-2.45411,-55.6203
2592.72,-143.818,87.1264,10.0024,-0.672207,-0.153137,0.704828,-0.167045,-0.723375,0.255389,0.00638726,65.455,1.08122,-1.02919,32.78,98.756,0.024999,-1.02405,0.355384,0.075004,1.64654,0.0108055,-0.0379773,-1.2489,-2.45411,-65.414,55.6735,1.1665,-0.545653,-1.2489,-2.45411,-55.6203
