,Timestamp,Pres,LinearAccelNed X,LinearAccelNed Y,LinearAccelNed Z,Roll,Pitch,Yaw
0,0.0,99.267,-0.243794,0.102712,0.01371,-84.1212,84.7175,171.532
1,0.030000000000654836,99.267,-0.243794,0.102712,0.01371,-84.1212,84.7175,171.532
2,0.049999999999272404,99.296,-0.171103,0.177906,0.0828714,-84.0977,84.7241,171.547
3,0.07999999999992724,99.296,-0.171103,0.177906,0.0828714,-84.0977,84.7241,171.547
4,0.1000000000003638,99.283,0.139327,-0.0591248,-0.0248499,-84.1693,84.7137,171.427
5,0.12999999999919964,99.292,-0.000198547,0.00547743,0.0476294,-84.2132,84.7126,171.415
6,0.1499999999996362,99.292,-0.000198547,0.00547743,0.0476294,-84.2132,84.7126,171.415
7,0.18000000000029104,99.279,-0.302236,-0.00508874,-0.0351076,-84.2943,84.7126,171.409
8,0.1999999999989086,99.279,-0.302236,-0.00508874,-0.0351076,-84.2943,84.7126,171.409
9,0.22999999999956344,99.279,0.0277266,-0.0065837,-0.0079298,-84.3718,84.6867,171.28
10,0.25,99.296,0.583184,-0.548066,-0.0457125,-84.4237,84.671,171.215
11,0.28000000000065484,99.296,0.583184,-0.548066,-0.0457125,-84.4237,84.671,171.215
12,0.3099999999994907,99.296,0.411787,-0.200484,-0.0564661,-84.2283,84.6791,171.413
13,0.32999999999992724,99.296,0.411787,-0.200484,-0.0564661,-84.2283,84.6791,171.413
14,0.3600000000005821,99.279,-0.276627,0.0907887,0.105268,-83.9234,84.7105,171.678
15,0.37999999999919964,99.279,-0.276627,0.0907887,0.105268,-83.9234,84.7105,171.678
16,0.4099999999998545,99.279,0.238489,0.281887,0.0470324,-83.4613,84.7164,172.131
17,0.43000000000029104,99.296,0.679563,0.137481,0.0646353,-83.1845,84.7074,172.225
18,0.4599999999991269,99.296,0.679563,0.137481,0.0646353,-83.1845,84.7074,172.225
19,0.47999999999956344,99.296,-0.449822,-0.182391,-0.0762558,-82.8152,84.7084,172.188
20,0.5100000000002183,99.296,-0.449822,-0.182391,-0.0762558,-82.8152,84.7084,172.188
21,0.5300000000006548,99.283,-0.628525,0.832076,0.116091,-82.5197,84.7267,172.691
22,0.5599999999994907,99.292,-1.26674,-0.245569,-0.0485773,-83.0903,84.6976,172.188
23,0.5799999999999272,99.292,-1.26674,-0.245569,-0.0485773,-83.0903,84.6976,172.188
24,0.6100000000005821,99.283,0.58085,-0.144703,0.0120583,-83.2363,84.6776,172.065
25,0.6299999999991996,99.283,0.58085,-0.144703,0.0120583,-83.2363,84.6776,172.065
26,0.6599999999998545,99.283,0.261937,0.170804,0.0434456,-83.4446,84.671,171.922
27,0.680000000000291,99.283,0.261937,0.170804,0.0434456,-83.4446,84.671,171.922
28,0.7099999999991269,99.271,-0.247747,0.213584,0.0324421,-83.6626,84.6875,171.755
29,0.7299999999995634,99.283,0.442127,-0.11153,-0.0277882,-84.0342,84.6832,171.501
30,0.7600000000002183,99.283,0.442127,-0.11153,-0.0277882,-84.0342,84.6832,171.501
31,0.7800000000006548,99.309,0.899311,-0.333607,-0.0836916,-84.2206,84.6862,171.358
32,0.8099999999994907,99.309,0.899311,-0.333607,-0.0836916,-84.2206,84.6862,171.358
33,0.8299999999999272,99.296,-0.206111,-0.360944,-0.0426159,-84.5679,84.7353,171.145
34,0.8600000000005821,99.279,-0.400606,-0.207646,0.130924,-85.0393,84.7823,171.066
