-2640,-48,400
-2576,-80,400
-2576,-80,400
-2576,-80,400
-2576,-80,400
-2576,-80,400
-2576,-80,400
-2576,0,544
-2576,0,544
-2576,0,544
-2576,0,544
-2576,0,544
-2576,0,544
-2576,0,544
-2560,-48,512
-2560,-48,512
-2560,-48,512
-2560,-48,512
-2560,-48,512
-2560,-48,512
-2560,-48,416
-2640,80,416
-2640,80,416
-2640,80,416
-2640,80,416
-2640,80,416
-2640,80,416
-2640,80,448
-2544,16,448
-2544,16,448
-2544,16,448
-2544,16,448
-2544,16,448
-2544,16,448
-2544,16,512
-2528,80,512
-2528,80,512
-2528,80,512
-2528,80,512
-2528,80,512
-2528,80,512
-2464,112,416
-2464,112,416
-2464,112,416
-2464,112,416
-2464,112,416
-2464,112,416
-2464,112,416
-2464,112,576
-2464,112,576
-2464,112,576
-2464,112,576
-2464,112,576
-2464,112,576
-2464,112,432
-2464,144,432
-2464,144,432
-2464,144,432
-2464,144,432
-2464,144,432
-2464,144,432
-2464,32,400
-2560,32,400
-2560,32,400
-2560,32,400
-2560,32,400
-2560,32,400
-2560,32,400
-2816,32,400
-2656,48,400
-2656,48,400
-2656,48,400
-2656,48,400
-2656,48,400
-2656,48,400
-2656,96,464
-2656,96,464
-2656,96,464
-2656,96,464
-2656,96,464
-2656,96,464
-2656,96,416
-2688,32,416
-2688,32,416
-2688,32,416
-2688,32,416
-2688,32,416
-2688,32,416
-2688,32,416
-2640,-16,416
-2640,-16,416
-2640,-16,416
-2640,-16,416
-2640,-16,416
-2640,-16,416
-2640,-80,528
-2576,-80,528
-2576,-80,528
-2576,-80,528
-2576,-80,528
-2576,-80,528
-2576,-80,528
-2560,-16,464
-2560,-16,464
-2560,-16,464
-2560,-16,464
-2560,-16,464
-2560,-16,464
-2560,-16,464
-2544,64,624
-2544,64,624
-2544,64,624
-2544,64,624
-2544,64,624
-2544,64,624
-2544,64,624
-2480,0,592
-2480,0,592
-2480,0,592
-2480,0,592
-2480,0,592
-2480,0,592
-2480,0,592
-2560,-16,576
-2560,-16,576
-2560,-16,576
-2560,-16,576
-2560,-16,576
-2560,-16,576
-2816,0,704
-2640,0,704
-2640,0,704
-2640,0,704
-2640,0,704
-2640,0,704
-2640,0,576
-2576,32,576
-2576,32,576
-2576,32,576
-2576,32,576
-2576,32,576
-2576,32,576
-2576,32,448
-2640,64,448
-2640,64,448
-2640,64,448
-2640,64,448
-2640,64,448
-2640,64,448
-2656,32,432
-2656,32,432
-2656,32,432
-2656,32,432
-2656,32,432
-2656,32,432
-2656,-224,416
-2640,-16,416
-2640,-16,416
-2640,-16,416
-2640,-16,416
-2640,-16,416
-2640,-16,416
-2640,240,528
-2640,32,528
-2640,32,528
-2640,32,528
-2640,32,528
-2640,32,528
-2640,32,528
-2640,32,496
-2640,32,496
-2640,32,496
-2640,32,496
-2640,32,496
-2640,32,496
-2640,32,432
-2560,64,432
-2560,64,432
-2560,64,432
-2560,64,432
-2560,64,432
-2560,64,432
-2560,64,512
-2576,32,512
-2576,32,512
-2576,32,512
-2576,32,512
-2576,32,512
-2576,32,512
-2528,64,480
-2528,64,480
-2528,64,480
-2528,64,480
-2528,64,480
-2528,64,480
-2528,64,736
-2608,80,528
-2608,80,528
-2608,80,528
-2608,80,528
-2608,80,528
-2608,80,528
-2608,80,400
-2560,128,400
-2560,128,400
-2560,128,400
-2560,128,400
-2560,128,400
-2560,128,400
-2560,128,528
-2656,96,528
-2656,96,528
-2656,96,528
-2656,96,528
-2656,96,528
-2656,96,528
-2656,64,352
-2640,64,352
-2640,64,352
-2640,64,352
-2640,64,352
-2640,64,352
-2640,64,352
-2640,48,448
-2640,48,448
-2640,48,448
-2640,48,448
-2640,48,448
-2640,48,448
-2640,48,448
-2672,-80,320
-2672,-80,320
-2672,-80,320
-2672,-80,320
-2672,-80,320
-2672,-80,320
-2672,-80,320
-2704,-32,384
-2704,-32,384
-2704,-32,384
-2704,-32,384
-2704,-32,384
-2704,-32,384
-2704,-32,432
-2576,0,432
-2576,0,432
-2576,0,432
-2576,0,432
-2576,0,432
-2576,0,432
-2576,64,608
-2656,64,608
-2656,64,608
-2656,64,608
-2656,64,608
-2656,64,608
-2656,64,608
-2656,64,480
-2560,32,480
-2560,32,480
-2560,32,480
-2560,32,480
-2560,32,480
-2560,32,480
-2544,16,560
-2544,16,560
-2544,16,560
-2544,16,560
-2544,16,560
-2544,16,560
-2544,16,432
-2544,48,432
-2544,48,432
-2544,48,432
-2544,48,432
-2544,48,432
-2544,48,432
-2544,48,432
-2560,32,432
-2560,32,432
-2560,32,432
-2560,32,432
-2560,32,432
-2560,32,512
-2496,64,512
-2496,64,512
-2496,64,512
-2496,64,512
-2496,64,512
-2496,64,512
-2496,96,576
-2544,96,576
-2544,96,576
-2544,96,576
-2544,96,576
-2544,96,576
-2544,96,576
-2656,64,432
-2656,64,432
-2656,64,432
-2656,64,432
-2656,64,432
-2656,64,432
-2656,64,416
-2576,64,416
-2576,64,416
-2576,64,416
-2576,64,416
-2576,64,416
-2576,64,416
-2640,48,384
-2640,48,384
-2640,48,384
-2640,48,384
-2640,48,384
-2640,48,384
-2640,48,384
-2608,16,448
-2608,16,448
-2608,16,448
-2608,16,448
-2608,16,448
-2608,16,448
-2608,80,352
-2608,80,352
-2608,80,352
-2608,80,352
-2608,80,352
-2608,80,352
-2608,80,352
-2544,96,576
-2544,96,576
-2544,96,576
-2544,96,576
-2544,96,576
-2544,96,576
-2544,96,400
-2528,16,400
-2528,16,400
-2528,16,400
-2528,16,400
-2528,16,400
-2528,16,400
-2480,64,448
-2480,64,448
-2480,64,448
-2480,64,448
-2480,64,448
-2480,64,448
-2480,64,448
-2480,32,432
-2480,32,432
-2480,32,432
-2480,32,432
-2480,32,432
-2480,32,432
-2480,32,464
-2544,16,464
-2544,16,464
-2544,16,464
-2544,16,464
-2544,16,464
-2544,16,464
-2544,-16,432
-2544,-16,432
-2544,-16,432
-2544,-16,432
-2544,-16,432
-2544,-16,432
-2544,-16,432
-2800,240,496
-2592,32,496
-2592,32,496
-2592,32,496
-2592,32,496
-2592,32,496
-2592,32,496
-2608,80,448
-2608,80,448
-2608,80,448
-2608,80,448
-2608,80,448
-2608,80,448
-2608,80,448
-2656,32,464
-2656,32,464
-2656,32,464
-2656,32,464
-2656,32,464
-2656,32,464
-2656,32,464
-2640,0,480
-2640,0,480
-2640,0,480
-2640,0,480
-2640,0,480
-2640,0,480
-2640,0,416
-2656,32,416
-2656,32,416
-2656,32,416
-2656,32,416
-2656,32,416
-2656,32,416
-2656,32,400
-2656,48,400
-2656,48,400
-2656,48,400
-2656,48,400
-2656,48,400
-2656,48,400
-2640,128,464
-2640,128,464
-2640,128,464
-2640,128,464
-2640,128,464
-2640,128,464
-2640,128,512
-2640,16,512
-2640,16,512
-2640,16,512
-2640,16,512
-2640,16,512
-2640,16,512
-2384,80,528
-2512,80,528
-2512,80,528
-2512,80,528
-2512,80,528
-2512,80,528
-2512,80,400
-2544,80,400
-2544,80,400
-2544,80,400
-2544,80,400
-2544,80,400
-2544,80,464
-2480,16,464
-2480,16,464
-2480,16,464
-2480,16,464
-2480,16,464
-2480,16,464
-2480,16,528
-2560,96,528
-2560,96,528
-2560,96,528
-2560,96,528
-2560,96,528
-2560,96,416
-2528,32,416
-2528,32,416
-2528,32,416
-2528,32,416
-2528,32,416
-2528,32,416
-2560,0,480
-2560,0,480
-2560,0,480
-2560,0,480
-2560,0,480
-2560,0,480
-2560,0,336
-2640,32,336
-2640,32,336
-2640,32,336
-2640,32,336
-2640,32,336
-2640,32,336
-2672,32,416
-2672,32,416
-2672,32,416
-2672,32,416
-2672,32,416
-2672,32,416
-2672,32,384
-2688,16,384
-2688,16,384
-2688,16,384
-2688,16,384
-2688,16,384
-2688,16,384
-2688,16,352
-2656,16,352
-2656,16,352
-2656,16,352
-2656,16,352
-2656,16,352
-2656,16,352
-2576,-16,352
-2576,-16,352
-2576,-16,352
-2576,-16,352
-2576,-16,352
-2576,-16,352
-2576,-16,448
-2560,112,448
-2560,112,448
-2560,112,448
-2560,112,448
-2560,112,448
-2528,64,368
-2528,64,368
-2528,64,368
-2528,64,368
-2528,64,368
-2544,-80,320
-2544,-80,320
-2544,-80,320
-2544,-80,320
-2544,-80,320
-2544,176,448
-2576,48,448
-2576,48,448
-2576,48,448
-2576,48,448
-2576,48,448
-2544,0,336
-2544,0,336
-2544,0,336
-2544,0,336
-2544,0,336
-2544,0,352
-2576,-16,352
-2576,-16,352
